Column,expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
4479,2022-08-01,SoMD NEWS Net,SoMD NEWS Net,PO Box 257  California  Maryland 20619,Business/Group/Organization,440.0000,Hall  Steven for Sheriff,Media,Online Advertising,,Check,,Electoral,,
4480,2022-08-16,facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,734.3100,Hall  Steven for Sheriff,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
4481,2022-07-05,Waynes Signs,Waynes Signs,38750 Chaptico Rd  Mechanicsville  Maryland 20659,Business/Group/Organization,1237.5000,Hall  Steven for Sheriff,Media,Billboards / Outdoor Advertising,,Credit Card/Visa,,Electoral,,
4482,2022-07-18,APG Chesapeake,APG Chesapeake,22685 Three Notch Rd  California  Maryland 20619,Business/Group/Organization,1559.0000,Hall  Steven for Sheriff,Media,Newspaper,,Check,,Electoral,,
4483,2022-07-19,SOMAR Communications,SOMAR Communications,28095 Three Notch Rd  Mechanicsville  Maryland 20659,Business/Group/Organization,2880.0000,Hall  Steven for Sheriff,Media,Radio,,Check,,Electoral,,
4484,2022-08-11,SoMDNEWS NET,SoMD NEWS Net,PO Box 257  California  Maryland 20619,Business/Group/Organization,460.0000,Hall  Steven for Sheriff,Media,Online Advertising,,Check,,Electoral,,
4485,2022-07-06,AMF Creative,AMF Creative,600 Reisterstown Rd  Ste 502  Pikesville  Maryland 21208,Business/Group/Organization,400.0000,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,graphic design work,
4486,2022-07-06,Baltimore Jewish Home,Baltimore Jewish Home,600 Reisterstown Rd  Ste 600A  Baltimore  Maryland 21208,Business/Group/Organization,750.0000,Attar  Dalya for Baltimore,Media,Newspaper,,Check,,Electoral,advertising,
4487,2022-07-18,Baltimore Jewish Life,Baltimore Jewish Life,2833 Smith Ave  Ste 119  Baltimore  Maryland 21209,Business/Group/Organization,2250.0000,Attar  Dalya for Baltimore,Media,Online Advertising,,Check,,Electoral,online advertising,
4488,2022-08-13,BONITA LYNNE  CULLISON,BONITA LYNNE  CULLISON,3404 Beret Lane  Silver Spring  Maryland 20906,Self (Candidate),145.8000,Cullison  Bonnie Friends of,Media,Media - Website Development,,Check,GoDaddy.com LLC,Electoral,Reimburse for .CULLISONFORMARYLAND.COM domain name renewal,
4489,2022-07-13,Acton Advocacy Group  LLC,Acton Advocacy Group  LLC,3687 Golf Course Road  Martinsburg  West Virginia 25404,Business/Group/Organization,241.6100,Koziol  Josh (Joshua) County Council,Media,Phones / Robo calls,,EFT,,Electoral,,
4490,2022-07-21,Talisman Consulting Services,Talisman Consulting Services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,Business/Group/Organization,24.5000,Koziol  Josh (Joshua) County Council,Media,Media - Website Development,,EFT,,Electoral,,
4491,2022-11-14,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.3600,Boyce  Regina T. Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
4492,2022-11-08,Square Space,Squarespace,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,19.0800,Boyce  Regina T. Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
4493,2022-07-08,Nyah Hines,Nyah Hines,375 Meadow Creek Dr  Westminster  Maryland 21158,Individual,500.0000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,lit drop/door knocking,
4494,2022-07-15,Nyah Hines,Nyah Hines,375 Meadow Creek Dr  Westminster  Maryland 21158,Individual,550.0000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,lit drop/door knocking/signs,
4495,2022-07-05,Shlomo Khoshayev,Shlomo Khoshayev,3301 Timberfield Ln  Baltimore  Maryland 21208,Individual,405.0000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,lit drop/door knocking,
4496,2022-07-12,Samuel Nah,Samuel Nah,3712 Falls Rd  Baltimore  Maryland 21211,Individual,1327.5000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,build   deliver  and place signs,
4497,2022-07-24,Samuel Nah,Samuel Nah,3712 Falls Rd  Baltimore  Maryland 21211,Individual,1470.0000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,build   deliver  and place signs/disassemble,
4498,2022-07-25,Michael Walsch,Michael Walsch,1012 Chesaco Ave  Baltimore  Maryland 21237,Individual,880.0000,Attar  Dalya for Baltimore,Media,Billboards / Outdoor Advertising,,Check,,Electoral,sign installation,
4499,2022-05-31,MailChimp,MailChimp,675 Ponce de Leon Ave NE  Suite 5000  Atlanta  Maryland 30308,Business/Group/Organization,103.8700,BerzoffCohen  Zeke Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
4500,2022-04-28,MailChimp,MailChimp,675 Ponce de Leon Ave NE  Suite 5000  Atlanta  Maryland 30308,Business/Group/Organization,103.8700,BerzoffCohen  Zeke Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
4501,2022-03-28,MailChimp,MailChimp,675 Ponce de Leon Ave NE  Suite 5000  Atlanta  Maryland 30308,Business/Group/Organization,103.8700,BerzoffCohen  Zeke Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,,
4502,2022-11-07,Allegany Radio Corp,Allegany Radio Corp,15 Industrial Blvd E  Cumberland  Maryland 21502,Business/Group/Organization,400.0000,Atkinson  Bill (William) Friends of,Media,Radio,,Check,,Electoral,,
4503,2022-11-10,WCBC Radio,WCBC Radio,PO Box 1290  Cumberland  Maryland 21502,Business/Group/Organization,248.7500,Atkinson  Bill (William) Friends of,Media,Radio,,Check,,Electoral,,
4504,2022-08-16,Squarespace  Inc,SQUARESPACE INC.,225 Varick Street  12th Floor  New York  New York 10014,Business/Group/Organization,40.2800,Lazo  Omar Friends of,Media,Media - Website Development,,Credit Card/Visa,,Electoral,Website Fees,
4505,2022-07-21,Scale to Win,Scale to Win,13742 Harper St.  Santa Ana  California 92703,Business/Group/Organization,2623.6200,Anleu  Brian For County Council,Media,Phones / Robo calls,,EFT,,Electoral,,
4506,2022-11-02,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,11.5900,Summers  Carleah Vote,Media,Online Advertising,,EFT,,Electoral,,
4507,2022-07-05,Inacom Information Systems,Inacom Information Systems,111 Davis Street  Salisbury  Maryland 21801,Business/Group/Organization,45.0000,Adams  Christopher Friends of,Media,Online Advertising,,Check,,Electoral,invoice# 194956 Website,
4508,2022-07-21,,,,Reimburse,100.0000,Livingston  Shawn People for,Media,Online Advertising,,Check,Meta Platforms,Inc,Electoral,Facebook ad
4509,2022-07-19,Meta Platforms  Inc.,Facebook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,30.9300,Jasani  Salimah Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
4510,2022-08-19,Meta Platforms  Inc.,Facebook,1601 Willow Road  Menlo Park  California 94025-1452,Business/Group/Organization,17.0700,Jasani  Salimah Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
4511,2022-07-06,somar comunications,SOMAR Communications,28095 three knotch rd  mechanicsville  Maryland 20659,Business/Group/Organization,3573.0000,Jones  Steven R. for Calvert County Commissioner,Media,Radio,,Check,,Electoral,,
4512,2022-07-13,county times,County Times,43251 rewscue ln  hollywood  Maryland 20636,Business/Group/Organization,599.0000,Jones  Steven R. for Calvert County Commissioner,Media,Newspaper,,Debit Card,,Electoral,,
4513,2022-07-19,,,,Reimburse,736.0600,Ciliberti  Barrie Citizens for,Media,Phones / Robo calls,,Check,Campaign HQ,Electoral,,
4514,2022-08-23,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,,
4515,2022-08-17,,,,Reimburse,150.0000,Miller  (Alfred) Al Friends of,Media,Newspaper,,Check,APG Media,Electoral,best of ads,
4516,2022-07-15,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,32.8600,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
4517,2022-08-08,Domains Priced Right,Domains Priced Right,2150 E. Warner Road  Tempe  Arizona 85284,Business/Group/Organization,95.8800,Gahler  Jeff Committee To Elect,Media,Online Advertising,,Debit Card,,Electoral,Service Charge,
4518,2022-07-13,Jeffrey McBride,Jeffrey McBride,1319 Stockton Road  Joppa  Maryland 21085,Individual,179.3800,Griffith  Christopher (Mike) Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
4519,2022-07-13,Insider Management Group LLC,Insider Management Group LLC,34 W. Gordon Street  Bel Air  Maryland 21014,Business/Group/Organization,2768.6200,Griffith  Christopher (Mike) Friends of,Media,Book/Brochure Advertising,,Check,,Electoral,,
4520,2022-07-11,CHRISTOPHER MICHAEL  GRIFFITH,CHRISTOPHER MICHAEL  GRIFFITH,P.O. Box 114  Forest Hill  Maryland 21050,Self (Candidate),62.1000,Griffith  Christopher (Mike) Friends of,Media,Online Advertising,,EFT,,Electoral,,
4521,2022-08-15,North Harford High School Booster Club,North Harford High School Booster Club,211 Pylesville Road  Pylesville  Maryland 21132,Business/Group/Organization,350.0000,Griffith  Christopher (Mike) Friends of,Media,Billboards / Outdoor Advertising,,Check,,Electoral,,
4522,2022-07-15,Berlin Rosen,Berlin Rosen,15 Maiden Ln  Ste 1600  New York  New York 10038,Business/Group/Organization,4600.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
4523,2022-07-22,Berlin Rosen,Berlin Rosen,15 Maiden Ln  Ste 1600  New York  New York 10038,Business/Group/Organization,3530.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
4524,2022-07-20,Mosaic Communications,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,15000.0000,MSEA's Fund For Children And Public Education PAC,Media,Online Advertising,,Check,,Electoral,Media - Online Advertising,
4525,2022-07-28,Ralston Lapp Ralston Lapp Guinn Media,Ralston Lapp Ralston Lapp Guinn Media,1054 31st Street  NW Suite 430  Washington  N/A  District Of Columbia 20007,Individual - Matching fund request,8455.6000,BAKER & NAVARRO FOR MARYLAND,Media,Consulting Fees - Media,,Wire Transfer,,Electoral,,
4526,2022-08-01,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,72.0800,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
4527,2022-08-15,Website Builder Squarespace  Inc.,Website Builder Squarespace  Inc.,8 Clarkson Street  New York  N/A  New York 10014,Individual - Matching fund request,32.8600,BAKER & NAVARRO FOR MARYLAND,Media,Online Advertising,,EFT,,Electoral,,
4528,2022-08-23,Hagerstown Magazine,Hagerstown Magazine,PO Box 2415  Hagerstown  Maryland 21741,Business/Group/Organization,857.0000,Harvey  Derek Vote,Media,Newspaper,,Check,,Electoral,,
4529,2022-07-24,Facebook,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,369.2200,Harvey  Derek Vote,Media,Online Advertising,,Credit Card/Visa,,Electoral,,
4530,2022-07-17,Facebook,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,400.0000,Harvey  Derek Vote,Media,Online Advertising,,Debit Card,,Electoral,,
4531,2022-07-15,SWAY,SWAY,4350 East West Highway  Suite 350  Bethesda  Maryland 20814,Business/Group/Organization,460.0000,Brooks  Amy For Maryland,Media,Online Advertising,,Wire Transfer,,Electoral,,
4532,2022-07-05,Antietam Broadband,Antietam broadband,1000 Willow Circle  Hagerstown  Maryland 21740,Business/Group/Organization,4002.0000,Holsinger  Jim Sheriff  Committee to elect,Media,TV,,Check,,Electoral,,
4533,2022-07-06,APG Media,APG Media,29088 Airpark Drive  Easton  Maryland 21601,Business/Group/Organization,995.0000,Miller  (Alfred) Al Friends of,Media,Newspaper,,Check,,Electoral,,
4534,2022-07-07,Local Buzz Creative,Local Buzz Creative,C/O Amber Hudler  240 Morrison Mill Road  Kirkwood  Pennsylvania 17536,Business/Group/Organization,125.0000,Miller  (Alfred) Al Friends of,Media,Media - Website Development,,Check,,Electoral,,
4535,2022-07-13,Celestial Print & Design,Celestial Print & Design,714 S Main St  North East  Maryland 21901,Business/Group/Organization,3074.6400,Miller  (Alfred) Al Friends of,Media,Book/Brochure Advertising,,Check,,Electoral,,
4536,2022-08-12,Adam Katora,Adam Katora,1231 Gemini Dr.  Unit 1  Annapolis  Maryland 21403,Individual,580.0000,Miller  (Alfred) Al Friends of,Media,Phones / Robo calls,,Check,,Electoral,,
4537,2022-07-07,Facebook,Facebook,1 Hacker Way Menlo Park  Menlo Park  California 94025,Business/Group/Organization,20.0000,Attar  Dalya for Baltimore,Media,Online Advertising,,Check,,Electoral,facebook ad,
4538,2022-07-05,Google/Gmail,Google/Gmail,1600 Amphitheatre Parkway Mountain View  CA 94043  Mountain View  California 94043,Business/Group/Organization,6.3600,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,gmail fees,
4539,2022-08-02,Google/Gmail,Google/Gmail,1600 Amphitheatre Parkway Mountain View  CA 94043  Mountain View  California 94043,Business/Group/Organization,6.3500,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,gmail fees,
4540,2022-07-05,NGP VAN,NGP VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,265.0000,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,NGP fees,
4541,2022-08-04,NGP VAN,NGP VAN,1445 New York Ave NW  Ste 200  Washington  District Of Columbia 20005,Business/Group/Organization,250.0000,Attar  Dalya for Baltimore,Media,Media - Website Development,,Check,,Electoral,NGP fees,
4542,2022-07-18,Ruby Lasker Designs,Ruby Lasker Designs,6702 Saginaw Cir  Baltimore  Maryland 21209,Business/Group/Organization,555.1000,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,graphic design,
4543,2022-07-06,Speedy Graphics,Speedy Graphics,3700 Clarks Ln  Baltimore  Maryland 21215,Business/Group/Organization,22.2600,Attar  Dalya for Baltimore,Media,Graphic Design,,Check,,Electoral,graphic design,
4544,2022-07-06,Radio One,Radio One,1705 Whitehead Road  Baltimore  Maryland 21207,Business/Group/Organization,6990.0000,McCray  Cory Friends of,Media,Radio,,Check,,Electoral,,
4545,2022-07-15,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
4546,2022-07-21,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
4547,2022-08-08,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,458.6800,McCray  Cory Friends of,Media,Online Advertising,,Check,,Electoral,,
4548,2022-07-07,Go Daddy,GoDaddy,14455 Hayden Road  Scottsdale  Arizona 85260,Business/Group/Organization,42.3700,Baltimore City Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Administrative,,
4549,2022-07-11,Wix.com,Wix.com,500 Tery A Francois Blvd Fl 6  Sanfran Cisco  Maryland 94158,Business/Group/Organization,279.8400,Baltimore City Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Administrative,,
4550,2022-07-07,Calvert & Preston  LLC,Calvert & Preston  LLC,3108 Dunglow Rd  Baltimore  Maryland 21222,Business/Group/Organization,516.0000,Crandell  Todd Friends of,Media,Graphic Design,,Check,,Electoral,Various designs  signs  ads  etc,
4551,2022-07-20,Adams Publishing,Adams Publishing,103 West Summer Street  Greeneville  Tennessee 37743,Business/Group/Organization,1190.0000,Crandell  Todd Friends of,Media,Newspaper,,Check,,Electoral,Eagle and Avenue ads.,
4552,2022-07-12,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,12.7200,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,Website,
4553,2022-07-08,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,31.8000,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
4554,2022-08-08,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,31.8000,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
4555,2022-08-12,Wix  Inc.,Wix  Inc.,500 Terry A. Francois Blvd.  San Francisco  California 94158,Business/Group/Organization,12.7200,Wills  Matt Committee to Elect,Media,Media - Website Development,,Debit Card,,Electoral,website,
4556,2022-07-08,Effectv,Effectv,Five Times Square  New York  New York 10031,Business/Group/Organization,5000.0000,Wills  Matt Committee to Elect,Media,TV,,Debit Card,,Electoral,,
4557,2022-07-19,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,500.0000,Wills  Matt Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,Facebook ads,
4558,2022-08-01,Facebook,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,95.9100,Wills  Matt Committee to Elect,Media,Online Advertising,,Debit Card,,Electoral,Facebook ads,
4559,2022-08-17,Katie Smith,Katie Smith,50 Kate's Road  McHenry  Maryland 21541,Business/Group/Organization,1500.0000,Dreisbach  Mike Michael Citizens for,Media,Consulting Fees - Media,,Check,,Electoral,Social Media Consulting,
4560,2022-08-18,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4561,2022-08-19,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4562,2022-08-20,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4563,2022-08-20,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4564,2022-08-21,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4565,2022-08-23,Meta For Business,Meta For Business,One Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25.0000,Dreisbach  Mike Michael Citizens for,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4566,2022-07-11,Neighborhood Signs,Neighborhood Signs,6655 Amberton Drive  Suite L  Elkridge  Maryland 21075,Business/Group/Organization,863.9000,Christman  Michelle Friends for Senator,Media,Billboards / Outdoor Advertising,,Debit Card,,Electoral,,
4567,2022-07-13,Forever Media,Forever Media,PO Box 269  Havre de Grace  Maryland 21078,Business/Group/Organization,165.0000,Christman  Michelle Friends for Senator,Media,Radio,,Debit Card,,Electoral,,
4568,2022-07-11,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10.0000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
4569,2022-07-20,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,79.1100,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
4570,2022-08-22,Facebook,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,51.5000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
4571,2022-08-01,Bethesda Magazine,Bethesda Magazine,6116 Executive Blvd  Rockville  Maryland 20852,Business/Group/Organization,400.5000,Manger  for Montgomery,Media,Online Advertising,,Debit Card,,Electoral,,
4572,2022-07-06,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5502.0000,Manger  for Montgomery,Media,Online Advertising,,EFT,,Electoral,,
4573,2022-07-13,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5882.3500,Manger  for Montgomery,Media,Online Advertising,,EFT,,Electoral,,
4574,2022-07-13,Berlin Rosen,Berlin Rosen,1620 L ST  Washington  District Of Columbia 20036,Business/Group/Organization,5500.0000,Manger  for Montgomery,Media,Videos,,EFT,,Electoral,,
4575,2022-08-20,Chadwick Creative,Chadwick Creative,456 Johnson Ave  Suite 202  New York  New York 11237,Business/Group/Organization,552.5000,Dykes  Jamie L. Citizens For,Media,Media - Website Development,,Check,,Electoral,,
4576,2022-07-05,Resort Broadcasting Co.,Resort Broadcasting Co,P.O. Box 530  Rehoboth Beach  Delaware 19971,Business/Group/Organization,225.0000,Dykes  Jamie L. Citizens For,Media,Radio,,Check,,Electoral,,
4577,2022-07-05,GoDaddy,GoDaddy,2155 East GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,25.3200,Konka  Paul for Delegate 42A,Media,Media - Website Development,,EFT,,Electoral,,
4578,2022-07-20,GoDaddy,GoDaddy,2155 East GoDaddy Way  Tempe  Arizona 85284,Business/Group/Organization,133.4400,Konka  Paul for Delegate 42A,Media,Media - Website Development,,EFT,,Electoral,,
4579,2022-04-14,Community and Dan Cuda for Montgomery County Council2,Community and Dan Cuda for Montgomery County Council2,14409 Coral Gables Way  North Potomac  Maryland 20878-3802,Candidate Committee,29.0000,Cuda  Dan Community and for Montgomery County Council 2,Media,Media - Website Development,,Check,Campaign Partner,Electoral,website,
4580,2022-08-08,FACEBOOK INC.,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,130.0000,Fava  (Raymond) Freedom For,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4581,2022-07-13,FACEBOOK INC.,Facebook,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,70.0000,Fava  (Raymond) Freedom For,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
4582,2022-07-15,NationBuilder - Stripe,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179.0000,Albert  Brian Citizens for,Media,Media - Website Development,,EFT,,Electoral,,
4583,2022-08-15,NationBuilder - Stripe,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179.0000,Albert  Brian Citizens for,Media,Media - Website Development,,EFT,,Electoral,,
4584,2022-07-09,,,,Reimburse,132.5000,Lee  Susan C. Friends Of,Media,Media - Website Development,,Check,Constant Contact,Electoral,,
4585,2022-08-09,,,,Reimburse,132.5000,Lee  Susan C. Friends Of,Media,Media - Website Development,,Check,Constant Contact,Electoral,,
4586,2022-07-05,Salty Social   Marketing,Salty Social   Marketing,11906 Grays Creek Drive  Berlin  Maryland 21811,Business/Group/Organization,262.5000,Worcester County Democratic Central Committee,Media,Media - Website Development,,Check,,Electoral,,
4587,2022-07-12,Canva,Canva,75 East Santa Clara Street  San Jose  California 95113,Business/Group/Organization,12.9500,Gile  Dawn Committee to Elect,Media,Graphic Design,,EFT,,Electoral,,
4588,2022-07-21,Northwest Voice,Northwest Voice,Post Office Box 47266  Windsor Mill  Maryland 21244,Business/Group/Organization,1395.0000,Chohan  ILyas Committee for,Media,Newspaper,,Check,,Electoral,,
4589,2022-07-07,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),10.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4590,2022-07-08,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),10.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4591,2022-07-11,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4592,2022-07-23,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),15.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4593,2022-07-18,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4594,2022-07-16,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4595,2022-07-13,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),25.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4596,2022-07-15,Text Magic,Text Magic,,Business/Group/Organization,99.0000,Curley  April Friends of,Media,Phones / Robo calls,,Debit Card,Text Magic,Electoral,,
4597,2022-07-26,TEXTING FOR LESS,Texting for Less,,Business/Group/Organization,1981.2000,Curley  April Friends of,Media,Phones / Robo calls,,Debit Card,TEXTING FOR LESS,Electoral,,
4598,2022-07-26,PATH TO VICTORY,Path to Victory,,Business/Group/Organization,1000.0000,Curley  April Friends of,Media,Online Advertising,,Debit Card,PATH TO VICTORY,Electoral,,
4599,2022-07-05,Wordpress,Wordpress,660 4th St.  San Francisco  California 94107,Business/Group/Organization,144.0000,Gile  Dawn Committee to Elect,Media,Media - Website Development,,EFT,,Electoral,,
4600,2022-08-12,Canva,Canva,75 East Santa Clara Street  San Jose  California 95113,Business/Group/Organization,12.9500,Gile  Dawn Committee to Elect,Media,Graphic Design,,Debit Card,,Electoral,,
4601,2022-08-02,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),24.8500,Jozkowski  Amanda People For,Media,Media - Website Development,,Check,Wix,Electoral,,
4602,2022-07-09,AMANDA C  JOZKOWSKI,AMANDA C  JOZKOWSKI,1223 Sapphire Ct.  Eldersburg  Maryland 21784,Self (Candidate),15.0000,Jozkowski  Amanda People For,Media,Online Advertising,,Check,Meta,Electoral,,
4603,2022-08-03,Squarespace  Inc,SQUARESPACE INC.,225 Varick St  12th Floor  New York  New York 10014,Business/Group/Organization,20.0000,Proctor  Sarah For The People,Media,Media - Website Development,,Debit Card,,Electoral,renewal of domain name,
4604,2022-07-08,Emmitsburg News - Journal,Emmitsburg News Journal,P.O. Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,400.0000,Valentine  William Friends of,Media,Newspaper,,Check,,Electoral,Advertisement in July edition,
4605,2022-07-26,Celestial Print & Mail,Celestial Print & Mail,714 S Main Street  North East  Maryland 21901,Business/Group/Organization,26.5000,Nickle  Allyn Price Register Of Wills  Re-Elect,Media,Graphic Design,,Debit Card,,Electoral,,
